Fecha,Temperatura
2015-01-01,16.165561867580813
2015-01-02,15.067687513885089
2015-01-03,16.811573748433922
2015-01-04,18.734083980839248
2015-01-05,15.391341237927794
2015-01-06,15.562743060575986
2015-01-07,19.36050608000831
2015-01-08,17.907657179438466
2015-01-09,15.604139434772906
2015-01-10,17.798051528986704
2015-01-11,15.955431712807519
2015-01-12,16.11958549154568
2015-01-13,17.703139673173723
2015-01-14,13.560167170743906
2015-01-15,14.103697286135805
2015-01-16,16.59500651685911
2015-01-17,15.859162088137243
2015-01-18,18.67770691175344
2015-01-19,16.39664846588122
2015-01-20,15.550621593270549
2015-01-21,21.468058759606823
2015-01-22,18.245692827933663
2015-01-23,18.99169047181192
2015-01-24,16.16538351963282
2015-01-25,18.083170577072806
2015-01-26,19.549601104924044
2015-01-27,17.180306262559498
2015-01-28,20.38689874571985
2015-01-29,18.586061021320276
2015-01-30,19.354368002013217
2015-01-31,18.883296214062252
2015-02-01,23.938712442673378
2015-02-02,20.35305726590713
2015-02-03,18.408931273764395
2015-02-04,22.312107387117553
2015-02-05,18.36631543459596
2015-02-06,21.364994059617143
2015-02-07,17.165428453391712
2015-02-08,18.56409538661181
2015-02-09,21.74804548064002
2015-02-10,22.963228770340635
2015-02-11,21.95908274480272
2015-02-12,21.513139623552973
2015-02-13,21.26832028105809
2015-02-14,19.037539289781616
2015-02-15,20.67687780602833
2015-02-16,21.315162841039548
2015-02-17,24.468414682077686
2015-02-18,23.156957456102475
2015-02-19,19.056977774060158
2015-02-20,23.34231620762897
2015-02-21,22.032793949875124
2015-02-22,21.555612566955855
2015-02-23,24.2369634594285
2015-02-24,25.17738963506551
2015-02-25,25.07732577125654
2015-02-26,21.633271217212805
2015-02-27,22.787759304642357
2015-02-28,24.160697778082405
2015-03-01,25.538729837002748
2015-03-02,22.716215071605387
2015-03-03,23.387599098114794
2015-03-04,21.62800515142158
2015-03-05,21.527400216434145
2015-03-06,25.62136034131083
2015-03-07,26.782618185168005
2015-03-08,23.997259638692668
2015-03-09,26.216778672950394
2015-03-10,24.998688885887233
2015-03-11,23.048132779019003
2015-03-12,25.12135179043578
2015-03-13,27.532037007203364
2015-03-14,24.438913084731634
2015-03-15,27.69163557754707
2015-03-16,19.37180763054352
2015-03-17,26.301204385299
2015-03-18,24.874733354991413
2015-03-19,24.142989850792475
2015-03-20,24.962004968127573
2015-03-21,20.83792687351431
2015-03-22,24.4053943918459
2015-03-23,25.587719566963354
2015-03-24,27.855113040356564
2015-03-25,23.885681657632027
2015-03-26,23.32519186315314
2015-03-27,23.955675874302717
2015-03-28,26.804053966485704
2015-03-29,25.641856430875013
2015-03-30,23.93297970486276
2015-03-31,26.02421988602562
2015-04-01,25.19406249605798
2015-04-02,26.93645656761316
2015-04-03,23.59135661911887
2015-04-04,24.333472862654798
2015-04-05,24.194955302389605
2015-04-06,22.039559121277463
2015-04-07,25.543293665136126
2015-04-08,25.454679037033923
2015-04-09,24.921367553219465
2015-04-10,24.41760163557311
2015-04-11,22.028740015537473
2015-04-12,23.987974874269103
2015-04-13,24.110707883401364
2015-04-14,23.155550967880444
2015-04-15,24.398610542958597
2015-04-16,25.48747954386972
2015-04-17,28.40707728806255
2015-04-18,24.936333795536644
2015-04-19,25.05191074774999
2015-04-20,24.334723968589383
2015-04-21,20.590069003306123
2015-04-22,24.31578571205588
2015-04-23,24.427699730261846
2015-04-24,29.169391446901507
2015-04-25,23.79111433103169
2015-04-26,24.709140985609388
2015-04-27,23.964134483836357
2015-04-28,21.621036832110022
2015-04-29,26.16621885532497
2015-04-30,25.303988105108903
2015-05-01,25.29912708117931
2015-05-02,21.812646370909636
2015-05-03,26.34881031937047
2015-05-04,20.64878844794607
2015-05-05,24.53296898178691
2015-05-06,27.64445323885905
2015-05-07,21.184307864197784
2015-05-08,21.932204004003903
2015-05-09,23.161131368001442
2015-05-10,21.84954724255475
2015-05-11,19.647513551538143
2015-05-12,22.776012077517485
2015-05-13,20.402060847867872
2015-05-14,23.359404969756323
2015-05-15,20.456727072397268
2015-05-16,25.2766379467947
2015-05-17,20.489329516399305
2015-05-18,21.288689236458424
2015-05-19,23.4347685295095
2015-05-20,19.218910009267425
2015-05-21,22.00648344129911
2015-05-22,24.034832640930492
2015-05-23,18.07266167683589
2015-05-24,21.522113716697884
2015-05-25,21.53600622074607
2015-05-26,22.441498266479353
2015-05-27,18.26382125728708
2015-05-28,17.95497939793321
2015-05-29,21.496287516640304
2015-05-30,20.901269828085706
2015-05-31,20.66160961085028
2015-06-01,20.705314553451707
2015-06-02,18.50267762792992
2015-06-03,20.176102471060645
2015-06-04,20.14521188168195
2015-06-05,17.976485007452215
2015-06-06,22.981552421985054
2015-06-07,20.04122542997979
2015-06-08,16.55329577215937
2015-06-09,20.09018686930731
2015-06-10,16.667773966843033
2015-06-11,20.03029233419224
2015-06-12,20.61127598026011
2015-06-13,16.489705772654847
2015-06-14,19.893880451223552
2015-06-15,18.627868605865157
2015-06-16,19.280775247269048
2015-06-17,21.26380777011725
2015-06-18,16.812280470300383
2015-06-19,15.627736825682984
2015-06-20,15.18770003868472
2015-06-21,15.166045287324746
2015-06-22,16.473866710556965
2015-06-23,17.140295918832038
2015-06-24,16.84086337318585
2015-06-25,17.770956569288998
2015-06-26,15.971371281927805
2015-06-27,18.680932946649264
2015-06-28,15.072819107182017
2015-06-29,20.870560663224545
2015-06-30,16.509519097801345
2015-07-01,13.371754856054322
2015-07-02,12.772145034990896
2015-07-03,15.706760428215047
